"spende","datum"
10,2017-09-20
50,2017-09-20
10,2017-09-20
75,2017-09-20
100,2017-09-20
100,2017-09-20
50,2017-09-20
50,2017-09-20
20,2017-09-20
100,2017-09-20
100,2017-09-20
40,2017-09-20
300,2017-09-20
50,2017-09-20
10,2017-09-20
200,2017-09-20
10,2017-09-20
100,2017-09-20
50,2017-09-20
50,2017-09-20
10,2017-09-20
100,2017-09-20
50,2017-09-20
100,2017-09-20
50,2017-09-20
50,2017-09-20
20,2017-09-20
15,2017-09-20
10,2017-09-20
20,2017-09-20
100,2017-09-20
100,2017-09-20
20,2017-09-20
10,2017-09-20
30,2017-09-20
20,2017-09-20
20,2017-09-20
5,2017-09-20
50,2017-09-20
10,2017-09-20
5,2017-09-20
100,2017-09-20
20,2017-09-20
15,2017-09-20
30,2017-09-20
20,2017-09-20
20,2017-09-20
50,2017-09-20
40,2017-09-20
100,2017-09-20
50,2017-09-20
20,2017-09-20
100,2017-09-20
20,2017-09-20
100,2017-09-20
50,2017-09-20
100,2017-09-20
20,2017-09-20
15,2017-09-20
40,2017-09-20
50,2017-09-20
50,2017-09-20
30,2017-09-20
10,2017-09-20
200,2017-09-20
20,2017-09-20
20,2017-09-20
30,2017-09-20
30,2017-09-20
100,2017-09-20
50,2017-09-20
40,2017-09-20
10,2017-09-20
50,2017-09-20
50,2017-09-20
30,2017-09-20
10,2017-09-20
500,2017-09-20
50,2017-09-20
100,2017-09-20
50,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
25,2017-09-20
20,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
28,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
30,2017-09-20
30,2017-09-20
25,2017-09-20
30,2017-09-20
20,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
25,2017-09-20
25,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
20,2017-09-20
25,2017-09-20
25,2017-09-20
25,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
10,2017-09-20
20,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
5,2017-09-20
5,2017-09-20
5,2017-09-20
3,2017-09-20
0,2017-09-20
30,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
20,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
10,2017-09-20
13,2017-09-20
20,2017-09-20
15,2017-09-20
20,2017-09-20
19,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
15,2017-09-20
30,2017-09-20
20,2017-09-20
30,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
70,2017-09-20
70,2017-09-20
70,2017-09-20
70,2017-09-20
60,2017-09-20
55,2017-09-20
50,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
50,2017-09-20
200,2017-09-20
200,2017-09-20
200,2017-09-20
200,2017-09-20
200,2017-09-20
200,2017-09-20
200,2017-09-20
200,2017-09-20
250,2017-09-20
200,2017-09-20
200,2017-09-20
150,2017-09-20
150,2017-09-20
150,2017-09-20
150,2017-09-20
120,2017-09-20
250,2017-09-20
300,2017-09-20
100,2017-09-20
500,2017-09-20
30,2017-09-20
1000,2017-09-20
1000,2017-09-20
500,2017-09-20
500,2017-09-20
500,2017-09-20
500,2017-09-20
300,2017-09-20
500,2017-09-20
400,2017-09-20
400,2017-09-20
300,2017-09-20
300,2017-09-20
300,2017-09-20
300,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
100,2017-09-20
50,2017-09-20
150,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
30,2017-09-20
50,2017-09-20
30,2017-09-20
30,2017-09-20
47,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
30,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
40,2017-09-20
38,2017-09-20
33,2017-09-20
50,2017-09-20
30,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
1000,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
50,2017-09-20
20,2017-09-20
100,2017-09-20
100,2017-09-19
50,2017-09-19
50,2017-09-19
50,2017-09-19
10,2017-09-19
20,2017-09-19
20,2017-09-19
25,2017-09-19
20,2017-09-19
15,2017-09-19
15,2017-09-19
10,2017-09-19
50,2017-09-19
20,2017-09-19
30,2017-09-19
50,2017-09-19
100,2017-09-19
50,2017-09-19
20,2017-09-19
25,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
10,2017-09-19
20,2017-09-19
30,2017-09-19
100,2017-09-19
250,2017-09-19
50,2017-09-19
10,2017-09-19
10,2017-09-19
100,2017-09-19
100,2017-09-19
100,2017-09-19
500,2017-09-19
50,2017-09-19
100,2017-09-19
10,2017-09-19
50,2017-09-19
10,2017-09-19
30,2017-09-19
50,2017-09-19
20,2017-09-19
20,2017-09-19
50,2017-09-19
100,2017-09-19
20,2017-09-19
100,2017-09-19
10,2017-09-19
20,2017-09-19
20,2017-09-19
50,2017-09-19
50,2017-09-19
25,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
50,2017-09-19
20,2017-09-19
10,2017-09-19
25,2017-09-19
10,2017-09-19
20,2017-09-19
60,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
10,2017-09-19
200,2017-09-19
50,2017-09-19
75,2017-09-19
15,2017-09-19
50,2017-09-19
100,2017-09-19
50,2017-09-19
20,2017-09-19
50,2017-09-19
100,2017-09-19
50,2017-09-19
500,2017-09-19
20,2017-09-19
30,2017-09-19
100,2017-09-19
20,2017-09-19
50,2017-09-19
100,2017-09-19
10,2017-09-19
50,2017-09-19
100,2017-09-19
100,2017-09-19
20,2017-09-19
30,2017-09-19
50,2017-09-19
20,2017-09-19
30,2017-09-19
10,2017-09-19
10,2017-09-19
10,2017-09-19
30,2017-09-19
50,2017-09-19
10,2017-09-19
20,2017-09-19
50,2017-09-19
20,2017-09-19
100,2017-09-19
50,2017-09-19
50,2017-09-19
50,2017-09-19
50,2017-09-19
20,2017-09-19
15,2017-09-19
20,2017-09-19
20,2017-09-19
50,2017-09-19
100,2017-09-19
10,2017-09-19
10,2017-09-19
20,2017-09-19
20,2017-09-19
5,2017-09-19
20,2017-09-19
40,2017-09-19
10,2017-09-19
60,2017-09-19
250,2017-09-19
20,2017-09-19
10,2017-09-19
30,2017-09-19
10,2017-09-19
10,2017-09-19
50,2017-09-19
100,2017-09-19
10,2017-09-19
10,2017-09-19
100,2017-09-19
20,2017-09-19
20,2017-09-19
50,2017-09-19
35,2017-09-19
30,2017-09-19
20,2017-09-19
20,2017-09-19
20,2017-09-19
25,2017-09-19
40,2017-09-19
100,2017-09-19
20,2017-09-19
20,2017-09-19
200,2017-09-19
20,2017-09-19
15,2017-09-19
100,2017-09-19
30,2017-09-19
10,2017-09-19
10,2017-09-19
100,2017-09-19
200,2017-09-19
300,2017-09-19
10,2017-09-19
10,2017-09-19
200,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
10,2017-09-19
20,2017-09-19
1000,2017-09-19
300,2017-09-19
200,2017-09-19
50,2017-09-19
50,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
15,2017-09-19
500,2017-09-19
30,2017-09-19
25,2017-09-19
20,2017-09-19
20,2017-09-19
20,2017-09-19
200,2017-09-19
50,2017-09-19
50,2017-09-19
50,2017-09-19
100,2017-09-19
40,2017-09-19
20,2017-09-19
20,2017-09-19
50,2017-09-19
20,2017-09-19
50,2017-09-19
100,2017-09-19
25,2017-09-19
20,2017-09-19
50,2017-09-19
100,2017-09-19
123,2017-09-19
50,2017-09-19
10,2017-09-19
30,2017-09-19
50,2017-09-19
20,2017-09-19
30,2017-09-19
15,2017-09-19
100,2017-09-19
50,2017-09-19
5,2017-09-19
35,2017-09-19
10,2017-09-19
10,2017-09-19
39,2017-09-19
100,2017-09-19
5,2017-09-19
20,2017-09-19
10,2017-09-19
10,2017-09-19
50,2017-09-19
100,2017-09-19
100,2017-09-19
500,2017-09-19
50,2017-09-19
100,2017-09-19
50,2017-09-19
50,2017-09-19
15,2017-09-19
100,2017-09-19
20,2017-09-19
20,2017-09-19
0,2017-09-19
50,2017-09-19
50,2017-09-19
50,2017-09-19
20,2017-09-19
50,2017-09-19
30,2017-09-19
50,2017-09-19
50,2017-09-19
200,2017-09-19
100,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
25,2017-09-19
1000,2017-09-19
100,2017-09-19
50,2017-09-19
100,2017-09-19
20,2017-09-19
30,2017-09-19
50,2017-09-19
100,2017-09-19
50,2017-09-19
10,2017-09-19
30,2017-09-19
30,2017-09-19
15,2017-09-19
30,2017-09-19
50,2017-09-19
100,2017-09-19
50,2017-09-19
40,2017-09-19
100,2017-09-19
50,2017-09-19
30,2017-09-19
25,2017-09-19
50,2017-09-19
1500,2017-09-19
20,2017-09-19
25,2017-09-19
10,2017-09-19
200,2017-09-19
100,2017-09-19
100,2017-09-19
50,2017-09-19
200,2017-09-19
100,2017-09-19
5,2017-09-19
10,2017-09-19
100,2017-09-19
60,2017-09-19
25,2017-09-19
15,2017-09-19
300,2017-09-19
20,2017-09-19
44,2017-09-19
30,2017-09-19
30,2017-09-19
100,2017-09-19
50,2017-09-19
500,2017-09-19
20,2017-09-19
10,2017-09-19
20,2017-09-19
10,2017-09-19
100,2017-09-19
10,2017-09-19
20,2017-09-19
40,2017-09-19
50,2017-09-19
100,2017-09-19
10,2017-09-19
50,2017-09-19
100,2017-09-19
20,2017-09-19
10,2017-09-19
100,2017-09-19
20,2017-09-19
20,2017-09-19
10,2017-09-19
100,2017-09-19
10,2017-09-19
1000,2017-09-19
30,2017-09-19
30,2017-09-19
100,2017-09-19
15,2017-09-19
20,2017-09-19
20,2017-09-19
10,2017-09-19
50,2017-09-19
30,2017-09-19
50,2017-09-19
20,2017-09-19
50,2017-09-19
100,2017-09-19
20,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
20,2017-09-19
50,2017-09-19
20,2017-09-19
50,2017-09-19
50,2017-09-19
50,2017-09-19
30,2017-09-19
50,2017-09-19
10,2017-09-19
3000,2017-09-19
50,2017-09-19
20,2017-09-19
50,2017-09-19
100,2017-09-19
100,2017-09-19
200,2017-09-19
100,2017-09-19
25,2017-09-19
10,2017-09-19
13,2017-09-19
50,2017-09-19
20,2017-09-19
20,2017-09-19
25,2017-09-19
20,2017-09-19
10,2017-09-19
50,2017-09-19
30,2017-09-19
50,2017-09-19
1000,2017-09-19
10,2017-09-19
30,2017-09-19
25,2017-09-19
20,2017-09-19
50,2017-09-19
20,2017-09-19
20,2017-09-19
50,2017-09-19
10,2017-09-19
15,2017-09-19
100,2017-09-19
20,2017-09-19
100,2017-09-19
15,2017-09-19
94,2017-09-19
15,2017-09-19
100,2017-09-19
100,2017-09-19
50,2017-09-19
10,2017-09-19
20,2017-09-19
15,2017-09-19
30,2017-09-19
100,2017-09-19
10,2017-09-19
20,2017-09-19
100,2017-09-19
50,2017-09-19
30,2017-09-19
100,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
20,2017-09-19
100,2017-09-19
100,2017-09-19
30,2017-09-19
10,2017-09-19
200,2017-09-19
100,2017-09-19
200,2017-09-19
30,2017-09-19
20,2017-09-19
50,2017-09-19
15,2017-09-19
100,2017-09-19
20,2017-09-19
50,2017-09-19
50,2017-09-19
50,2017-09-19
100,2017-09-19
100,2017-09-19
100,2017-09-19
30,2017-09-19
30,2017-09-19
100,2017-09-19
50,2017-09-19
100,2017-09-19
100,2017-09-19
10,2017-09-19
10,2017-09-19
100,2017-09-19
50,2017-09-19
30,2017-09-19
30,2017-09-19
100,2017-09-19
100,2017-09-19
100,2017-09-19
10,2017-09-19
100,2017-09-19
50,2017-09-19
30,2017-09-19
20,2017-09-19
10,2017-09-19
20,2017-09-19
50,2017-09-19
50,2017-09-19
10,2017-09-19
25,2017-09-19
100,2017-09-19
30,2017-09-19
20,2017-09-19
100,2017-09-19
50,2017-09-19
20,2017-09-19
25,2017-09-19
30,2017-09-19
20,2017-09-19
10,2017-09-19
50,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
50,2017-09-19
25,2017-09-19
100,2017-09-19
100,2017-09-19
50,2017-09-19
10,2017-09-19
20,2017-09-19
20,2017-09-19
20,2017-09-19
20,2017-09-19
20,2017-09-19
100,2017-09-19
25,2017-09-19
100,2017-09-19
20,2017-09-19
500,2017-09-19
50,2017-09-19
30,2017-09-19
50,2017-09-19
100,2017-09-19
20,2017-09-19
50,2017-09-19
20,2017-09-19
30,2017-09-19
100,2017-09-19
100,2017-09-19
100,2017-09-19
20,2017-09-19
100,2017-09-19
100,2017-09-19
30,2017-09-19
20,2017-09-19
100,2017-09-19
70,2017-09-19
20,2017-09-19
100,2017-09-19
100,2017-09-19
50,2017-09-19
100,2017-09-19
20,2017-09-19
100,2017-09-19
20,2017-09-19
50,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
50,2017-09-18
20,2017-09-18
40,2017-09-18
100,2017-09-18
100,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
50,2017-09-18
100,2017-09-18
10,2017-09-18
50,2017-09-18
50,2017-09-18
10,2017-09-18
25,2017-09-18
50,2017-09-18
50,2017-09-18
50,2017-09-18
30,2017-09-18
50,2017-09-18
100,2017-09-18
100,2017-09-18
20,2017-09-18
50,2017-09-18
300,2017-09-18
100,2017-09-18
20,2017-09-18
50,2017-09-18
15,2017-09-18
30,2017-09-18
25,2017-09-18
100,2017-09-18
10,2017-09-18
100,2017-09-18
20,2017-09-18
10,2017-09-18
20,2017-09-18
50,2017-09-18
100,2017-09-18
50,2017-09-18
30,2017-09-18
10,2017-09-18
10,2017-09-18
20,2017-09-18
100,2017-09-18
50,2017-09-18
50,2017-09-18
70,2017-09-18
100,2017-09-18
50,2017-09-18
5,2017-09-18
20,2017-09-18
20,2017-09-18
20,2017-09-18
20,2017-09-18
50,2017-09-18
30,2017-09-18
20,2017-09-18
20,2017-09-18
100,2017-09-18
25,2017-09-18
40,2017-09-18
20,2017-09-18
20,2017-09-18
20,2017-09-18
99,2017-09-18
100,2017-09-18
20,2017-09-18
50,2017-09-18
1000,2017-09-18
30,2017-09-18
20,2017-09-18
250,2017-09-18
50,2017-09-18
30,2017-09-18
100,2017-09-18
100,2017-09-18
100,2017-09-18
50,2017-09-18
20,2017-09-18
10,2017-09-18
20,2017-09-18
10,2017-09-18
100,2017-09-18
10,2017-09-18
30,2017-09-18
20,2017-09-18
30,2017-09-18
20,2017-09-18
50,2017-09-18
15,2017-09-18
100,2017-09-18
10,2017-09-18
50,2017-09-18
20,2017-09-18
100,2017-09-18
20,2017-09-18
100,2017-09-18
100,2017-09-18
10,2017-09-18
25,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
20,2017-09-18
20,2017-09-18
20,2017-09-18
50,2017-09-18
200,2017-09-18
50,2017-09-18
20,2017-09-18
10,2017-09-18
10,2017-09-18
100,2017-09-18
10,2017-09-18
50,2017-09-18
10,2017-09-18
100,2017-09-18
100,2017-09-18
100,2017-09-18
30,2017-09-18
20,2017-09-18
50,2017-09-18
100,2017-09-18
50,2017-09-18
100,2017-09-18
100,2017-09-18
50,2017-09-18
20,2017-09-18
15,2017-09-18
50,2017-09-18
40,2017-09-18
10,2017-09-18
20,2017-09-18
100,2017-09-18
30,2017-09-18
30,2017-09-18
10,2017-09-18
10,2017-09-18
100,2017-09-18
50,2017-09-18
20,2017-09-18
20,2017-09-18
50,2017-09-18
5,2017-09-18
20,2017-09-18
40,2017-09-18
100,2017-09-18
100,2017-09-18
100,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
40,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
20,2017-09-18
100,2017-09-18
20,2017-09-18
100,2017-09-18
20,2017-09-18
20,2017-09-18
40,2017-09-18
50,2017-09-18
100,2017-09-18
20,2017-09-18
20,2017-09-18
15,2017-09-18
50,2017-09-18
10,2017-09-18
20,2017-09-18
100,2017-09-18
10,2017-09-18
50,2017-09-18
10,2017-09-18
50,2017-09-18
10,2017-09-18
150,2017-09-18
100,2017-09-18
20,2017-09-18
10,2017-09-18
40,2017-09-18
20,2017-09-18
100,2017-09-18
30,2017-09-18
50,2017-09-18
300,2017-09-18
30,2017-09-18
50,2017-09-18
50,2017-09-18
40,2017-09-18
10,2017-09-18
100,2017-09-18
20,2017-09-18
250,2017-09-18
30,2017-09-18
50,2017-09-18
50,2017-09-18
10,2017-09-18
20,2017-09-18
150,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
10,2017-09-18
15,2017-09-18
30,2017-09-18
20,2017-09-18
30,2017-09-18
20,2017-09-18
30,2017-09-18
50,2017-09-18
20,2017-09-18
100,2017-09-18
20,2017-09-18
30,2017-09-18
10,2017-09-18
100,2017-09-18
150,2017-09-18
20,2017-09-18
40,2017-09-18
20,2017-09-18
50,2017-09-18
10,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
100,2017-09-18
50,2017-09-18
50,2017-09-18
300,2017-09-18
20,2017-09-18
10,2017-09-18
30,2017-09-18
30,2017-09-18
50,2017-09-18
30,2017-09-18
500,2017-09-18
150,2017-09-18
10,2017-09-18
50,2017-09-18
100,2017-09-18
20,2017-09-18
100,2017-09-18
20,2017-09-18
20,2017-09-18
100,2017-09-18
20,2017-09-18
20,2017-09-18
30,2017-09-18
15,2017-09-18
10,2017-09-18
10,2017-09-18
50,2017-09-18
20,2017-09-18
20,2017-09-18
30,2017-09-18
50,2017-09-18
200,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
20,2017-09-18
20,2017-09-18
50,2017-09-18
200,2017-09-18
10,2017-09-18
20,2017-09-18
50,2017-09-18
1000,2017-09-18
50,2017-09-18
30,2017-09-18
100,2017-09-18
20,2017-09-18
50,2017-09-18
10,2017-09-18
30,2017-09-18
150,2017-09-18
100,2017-09-18
50,2017-09-18
20,2017-09-18
10,2017-09-18
40,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
20,2017-09-18
30,2017-09-18
20,2017-09-18
5,2017-09-18
20,2017-09-18
100,2017-09-18
30,2017-09-18
20,2017-09-18
10,2017-09-18
100,2017-09-18
20,2017-09-18
20,2017-09-18
20,2017-09-18
20,2017-09-18
20,2017-09-18
50,2017-09-18
100,2017-09-18
50,2017-09-18
200,2017-09-18
500,2017-09-18
10,2017-09-18
100,2017-09-18
500,2017-09-18
50,2017-09-18
50,2017-09-18
100,2017-09-18
100,2017-09-18
50,2017-09-18
50,2017-09-18
10,2017-09-18
50,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
50,2017-09-18
100,2017-09-18
10,2017-09-18
30,2017-09-18
20,2017-09-18
50,2017-09-18
17,2017-09-18
10,2017-09-18
100,2017-09-18
50,2017-09-18
25,2017-09-18
150,2017-09-18
100,2017-09-18
20,2017-09-18
100,2017-09-18
31,2017-09-18
250,2017-09-18
15,2017-09-18
20,2017-09-18
50,2017-09-18
50,2017-09-18
30,2017-09-18
25,2017-09-18
1000,2017-09-18
50,2017-09-18
20,2017-09-18
100,2017-09-18
100,2017-09-18
10,2017-09-18
50,2017-09-18
30,2017-09-18
25,2017-09-18
15,2017-09-18
50,2017-09-18
150,2017-09-18
33,2017-09-18
20,2017-09-18
20,2017-09-18
25,2017-09-18
50,2017-09-18
50,2017-09-18
20,2017-09-18
